=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.6
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.19;0;0.01
Set U = 0.96;0.15;0;0.01
Set U = 1.92;0.0;0;0.0
Set U = 2.88;0.0;0;0.0
Set U = 3.84;0.0;0;0.0
Set U = 4.8;0.0;0;0.0
Set U = 5.76;0.19;0;0.01
Set U = 6.72;6.74;0;0.22
Set U = 7.68;7.5;0;0.28
Set U = 8.64;8.52;0;0.27
Set U = 9.6;9.7;0;0.5
Set U = 10.56;10.49;0;0.14
Set U = 11.52;11.48;0;0.17
Set U = 12.48;12.39;0;0.44
Set U = 13.44;13.26;0;0.15
Set U = 14.4;14.47;0;0.48
Set U = 15.36;15.3;0;0.13
Set U = 16.32;16.25;0;0.51
Set U = 17.28;17.27;0;0.46
Set U = 18.24;18.18;0;0.49
Set U = 19.2;0.0;0.0;0.0
Set U = 20.16;0.19;0.0;0.01
Set U = 21.12;21.21;0.0;0.13
Set U = 22.08;22.12;0.0;0.51
Set U = 23.04;22.99;0.0;0.16
Set U = 24.0;24.05;0.0;0.44
============================================================
