=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.1
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.151;0;0.001
Set U = 0.96;0.985;0;0.013
Set U = 1.92;1.932;0;0.026
Set U = 2.88;2.992;0;0.027
Set U = 3.84;3.825;0;0.029
Set U = 4.8;4.772;0;0.031
Set U = 5.76;5.833;0;0.029
Set U = 6.72;6.704;0;0.03
Set U = 7.68;7.764;0;0.029
Set U = 8.64;8.711;0;0.032
Set U = 9.6;9.696;0;0.031
Set U = 10.56;10.567;0;0.029
Set U = 11.52;11.552;0;0.03
Set U = 12.48;12.499;0;0.031
Set U = 13.44;13.446;0;0.029
Set U = 14.4;14.43;0;0.029
Set U = 15.36;15.453;0;0.031
Set U = 16.32;16.324;0;0.031
Set U = 17.28;17.347;0;0.031
Set U = 18.24;18.294;0;0.028
Set U = 19.2;19.241;0;0.03
Set U = 20.16;20.149;0;0.029
Set U = 21.12;21.096;0;0.029
Set U = 22.08;22.081;0;0.029
Set U = 23.04;23.066;0;0.028
Set U = 24.0;24.013;0;0.031
============================================================
