=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.6
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.19;0;0.01
Set U = 0.96;0.83;0;0.08
Set U = 1.92;2.01;0;0.19
Set U = 2.88;3.07;0;0.22
Set U = 3.84;4.05;0;0.22
Set U = 4.8;4.92;0;0.18
Set U = 5.76;5.98;0;0.31
Set U = 6.72;6.78;0;0.33
Set U = 7.68;7.8;0;0.27
Set U = 8.64;0.0;0;0.0
Set U = 9.6;0.0;0;0.0
Set U = 10.56;0.0;0;0.0
Set U = 11.52;0.0;0;0.0
Set U = 12.48;0.0;0;0.0
Set U = 13.44;0.19;0;0.01
Set U = 14.4;0.0;0;0.0
Set U = 15.36;0.0;0;0.0
Set U = 16.32;0.0;0;0.0
Set U = 17.28;0.0;0;0.0
Set U = 18.24;0.0;0;0.0
Set U = 19.2;0.0;0;0.0
Set U = 20.16;0.19;0;0.01
Set U = 21.12;0.23;0;0.01
Set U = 22.08;0.19;0;0.01
Set U = 23.04;0.15;0;0.01
Set U = 24.0;0.15;0;0.01
============================================================
