=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.6
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.19;0;0.01
Set U = 0.96;1.02;0;0.18
Set U = 1.92;2.01;0;0.3
Set U = 2.88;2.88;0;0.29
Set U = 3.84;3.86;0;0.35
Set U = 4.8;4.85;0;0.18
Set U = 5.76;5.79;0;0.15
Set U = 6.72;6.78;0;0.34
Set U = 7.68;7.84;0;0.37
Set U = 8.64;8.79;0;0.33
Set U = 9.6;9.66;0;0.42
Set U = 10.56;10.57;0;0.13
Set U = 11.52;11.67;0;0.14
Set U = 12.48;12.35;0;0.14
Set U = 13.44;13.33;0;0.18
Set U = 14.4;14.47;0;0.46
Set U = 15.36;15.3;0;0.46
Set U = 16.32;16.36;0;0.22
Set U = 17.28;17.35;0;0.47
Set U = 18.24;18.22;0;0.13
Set U = 19.2;19.2;0;0.13
Set U = 20.16;20.19;0;0.13
Set U = 21.12;21.1;0;0.5
Set U = 22.08;22.12;0;0.39
Set U = 23.04;23.03;0;0.28
Set U = 24.0;24.05;0;0.14
============================================================
