=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.6
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.151;0;0.001
Set U = 0.96;1.023;0;0.015
Set U = 1.92;1.894;0;0.025
Set U = 2.88;2.765;0;0.03
Set U = 3.84;3.863;0;0.028
Set U = 4.8;4.848;0;0.028
Set U = 5.76;5.795;0;0.029
Set U = 6.72;6.704;0;0.03
Set U = 7.68;7.764;0;0.03
Set U = 8.64;8.636;0;0.029
Set U = 9.6;9.658;0;0.028
Set U = 10.56;10.567;0;0.029
Set U = 11.52;11.59;0;0.028
Set U = 12.48;12.461;0;0.031
Set U = 13.44;13.446;0;0.031
Set U = 14.4;14.506;0;0.031
Set U = 15.36;15.415;0;0.03
Set U = 16.32;16.324;0;0.032
Set U = 17.28;17.233;0;0.029
Set U = 18.24;18.256;0;0.032
Set U = 19.2;19.241;0;0.029
Set U = 20.16;20.187;0;0.031
Set U = 21.12;21.172;0;0.032
Set U = 22.08;22.119;0;0.029
Set U = 23.04;23.104;0;0.03
Set U = 24.0;24.013;0;0.031
============================================================
