=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.1
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.151;0;0.002
Set U = 0.96;0.985;0;0.008
Set U = 1.92;1.894;0;0.013
Set U = 2.88;2.916;0;0.012
Set U = 3.84;3.788;0;0.01
Set U = 4.8;4.734;0;0.011
Set U = 5.76;5.833;0;0.011
Set U = 6.72;6.742;0;0.011
Set U = 7.68;7.689;0;0.012
Set U = 8.64;8.711;0;0.012
Set U = 9.6;9.582;0;0.012
Set U = 10.56;10.567;0;0.012
Set U = 11.52;11.438;0;0.012
Set U = 12.48;12.461;0;0.012
Set U = 13.44;13.446;0;0.012
Set U = 14.4;14.468;0;0.012
Set U = 15.36;15.415;0;0.012
Set U = 16.32;16.324;0;0.012
Set U = 17.28;17.309;0;0.013
Set U = 18.24;18.294;0;0.013
Set U = 19.2;19.203;0;0.012
Set U = 20.16;20.187;0;0.012
Set U = 21.12;21.134;0;0.013
Set U = 22.08;22.043;0;0.013
Set U = 23.04;23.066;0;0.013
Set U = 24.0;23.975;0;0.013
============================================================
