=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.6
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.15;0;0.0
Set U = 0.96;0.95;0;0.02
Set U = 1.92;1.97;0;0.03
Set U = 2.88;2.76;0;0.03
Set U = 3.84;3.83;0;0.03
Set U = 4.8;4.73;0;0.03
Set U = 5.76;5.72;0;0.03
Set U = 6.72;6.74;0;0.03
Set U = 7.68;7.65;0;0.04
Set U = 8.64;8.64;0;0.04
Set U = 9.6;9.7;0;0.04
Set U = 10.56;10.68;0;0.04
Set U = 11.52;11.44;0;0.04
Set U = 12.48;12.46;0;0.04
Set U = 13.44;13.48;0;0.05
Set U = 14.4;14.39;0;0.04
Set U = 15.36;15.34;0;0.04
Set U = 16.32;16.25;0;0.05
Set U = 17.28;17.31;0;0.04
Set U = 18.24;18.26;0;0.05
Set U = 19.2;19.2;0;0.04
Set U = 20.16;20.23;0;0.04
Set U = 21.12;21.13;0;0.05
Set U = 22.08;22.12;0;0.05
Set U = 23.04;23.03;0;0.05
Set U = 24.0;23.97;0;0.04
============================================================
