=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.6
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;0.151;0;0.001
Set U = 0.96;0.985;0;0.02
Set U = 1.92;1.97;0;0.038
Set U = 2.88;2.992;0;0.038
Set U = 3.84;3.825;0;0.04
Set U = 4.8;4.886;0;0.038
Set U = 5.76;5.833;0;0.037
Set U = 6.72;6.742;0;0.039
Set U = 7.68;7.689;0;0.041
Set U = 8.64;8.711;0;0.046
Set U = 9.6;9.582;0;0.046
Set U = 10.56;10.567;0;0.049
Set U = 11.52;11.59;0;0.046
Set U = 12.48;12.537;0;0.047
Set U = 13.44;13.446;0;0.055
Set U = 14.4;14.506;0;0.055
Set U = 15.36;15.339;0;0.049
Set U = 16.32;16.362;0;0.058
Set U = 17.28;17.271;0;0.056
Set U = 18.24;18.294;0;0.05
Set U = 19.2;19.241;0;0.054
Set U = 20.16;20.225;0;0.053
Set U = 21.12;21.134;0;0.053
Set U = 22.08;22.081;0;0.057
Set U = 23.04;23.066;0;0.064
Set U = 24.0;24.051;0;0.057
============================================================
