=================Motor Informations=================
Name;RH-457SD-13150
Type;DC
UMotorMax;24
IMotorMax;0.1
PMotorMax;100
SpeedMax;4000
================Scenarios Informations================
U_MIN_TO_U_MAX;0;23.9;0
==============================================
test: Umin =0.0to Umax 23.9
Setting;U [V];v[tr/min];I[A]
Set U = 0.0;38.784;15.36;0.442
Set U = 0.96;38.784;15.36;0.442
Set U = 1.92;38.784;15.36;0.442
Set U = 2.88;38.784;15.36;0.442
Set U = 3.84;38.784;15.36;0.442
Set U = 4.8;38.784;15.36;0.442
Set U = 5.76;38.784;15.36;0.442
Set U = 6.72;38.784;15.36;0.442
Set U = 7.68;38.784;15.36;0.442
Set U = 8.64;38.784;15.36;0.442
Set U = 9.6;38.784;15.36;0.442
Set U = 10.56;38.784;15.36;0.442
Set U = 11.52;38.784;15.36;0.442
Set U = 12.48;38.784;15.36;0.442
Set U = 13.44;38.784;15.36;0.442
============================================================
